Dataset,Class,Accuracy_None,Accuracy_one,Accuracy_1,Accuracy_5,Accuracy_10,Accuracy_25,Accuracy_50,Accuracy_75,Accuracy_90,Accuracy_99
retinamnist,0,75.86206896551724,74.71264367816092,81.60919540229885,80.45977011494253,73.5632183908046,74.71264367816092,79.88505747126437,72.98850574712644,77.01149425287356,79.3103448275862
retinamnist,1,19.565217391304348,21.73913043478261,17.391304347826086,15.217391304347826,15.217391304347826,17.391304347826086,8.695652173913043,32.608695652173914,0.0,0.0
retinamnist,2,29.347826086956523,33.69565217391305,20.652173913043477,19.565217391304348,31.52173913043478,21.73913043478261,8.695652173913043,21.73913043478261,42.391304347826086,60.869565217391305
retinamnist,3,36.76470588235294,42.64705882352941,17.647058823529413,36.76470588235294,38.23529411764706,36.76470588235294,23.529411764705884,44.11764705882353,57.35294117647059,2.9411764705882355
retinamnist,4,0.0,15.0,10.0,0.0,10.0,15.0,20.0,0.0,0.0,0.0
