Dataset,Overall_Accuracy_None,Overall_AUC_None,Overall_Accuracy_one,Overall_AUC_one,Overall_Accuracy_1,Overall_AUC_1,Overall_Accuracy_5,Overall_AUC_5,Overall_Accuracy_10,Overall_AUC_10,Overall_Accuracy_25,Overall_AUC_25,Overall_Accuracy_50,Overall_AUC_50,Overall_Accuracy_75,Overall_AUC_75,Overall_Accuracy_90,Overall_AUC_90,Overall_Accuracy_99,Overall_AUC_99
retinamnist,49.75,0.7049762591790605,47.5,0.7029457143442502,45.0,0.6927799734307236,47.0,0.7123056247674965,47.75,0.7046227794716702,48.75,0.7004440771263557,46.25,0.6940295389323156,49.0,0.7023890187338269,53.25,0.7189643534147704,53.75,0.7296172346785641
