Dataset,Overall_Accuracy_None,Overall_AUC_None,Overall_Accuracy_one,Overall_AUC_one,Overall_Accuracy_1,Overall_AUC_1,Overall_Accuracy_5,Overall_AUC_5,Overall_Accuracy_10,Overall_AUC_10,Overall_Accuracy_25,Overall_AUC_25,Overall_Accuracy_50,Overall_AUC_50,Overall_Accuracy_75,Overall_AUC_75,Overall_Accuracy_90,Overall_AUC_90,Overall_Accuracy_99,Overall_AUC_99
breastmnist,83.97435897435898,0.8489974937343359,86.53846153846153,0.8744778613199665,82.05128205128206,0.8680033416875522,83.33333333333333,0.8663324979114453,82.05128205128206,0.818295739348371,83.97435897435898,0.8412698412698413,82.05128205128206,0.8629908103592314,80.76923076923077,0.8335421888053467,75.0,0.7967836257309941,73.07692307692308,0.5699665831244779
