Dataset,Class,Accuracy_None,Accuracy_one,Accuracy_1,Accuracy_5,Accuracy_10,Accuracy_25,Accuracy_50,Accuracy_75,Accuracy_90,Accuracy_99
breastmnist,0,57.142857142857146,66.66666666666667,64.28571428571429,66.66666666666667,69.04761904761905,64.28571428571429,69.04761904761905,69.04761904761905,40.476190476190474,0.0
breastmnist,1,89.47368421052632,92.98245614035088,89.47368421052632,89.47368421052632,88.59649122807018,89.47368421052632,86.84210526315789,85.08771929824562,92.98245614035088,100.0
