Dataset,Overall_Accuracy_None,Overall_AUC_None,Overall_Accuracy_one,Overall_AUC_one,Overall_Accuracy_1,Overall_AUC_1,Overall_Accuracy_5,Overall_AUC_5,Overall_Accuracy_10,Overall_AUC_10,Overall_Accuracy_25,Overall_AUC_25,Overall_Accuracy_50,Overall_AUC_50,Overall_Accuracy_75,Overall_AUC_75,Overall_Accuracy_90,Overall_AUC_90,Overall_Accuracy_99,Overall_AUC_99
breastmnist,80.76923076923077,0.8360484544695072,85.8974358974359,0.8646616541353384,82.6923076923077,0.8613199665831245,83.33333333333333,0.8556808688387636,83.33333333333333,0.862155388471178,82.6923076923077,0.7863408521303258,82.05128205128206,0.8329156223893066,80.76923076923077,0.8241436925647452,78.84615384615384,0.8233082706766918,73.07692307692308,0.5925229741019215
