Dataset,Overall_Accuracy_None,Overall_AUC_None,Overall_Accuracy_one,Overall_AUC_one,Overall_Accuracy_1,Overall_AUC_1,Overall_Accuracy_5,Overall_AUC_5,Overall_Accuracy_10,Overall_AUC_10,Overall_Accuracy_25,Overall_AUC_25,Overall_Accuracy_50,Overall_AUC_50,Overall_Accuracy_75,Overall_AUC_75,Overall_Accuracy_90,Overall_AUC_90,Overall_Accuracy_99,Overall_AUC_99
retinamnist,45.25,0.6697070279368255,47.0,0.681043905566607,45.5,0.6927390975939434,49.25,0.702567356086503,47.25,0.7094343196877108,46.0,0.7048320328096932,46.0,0.6932708265593043,49.0,0.7262775522334901,48.25,0.7386233006196015,50.0,0.7059944293987547
