Dataset,Split,Overall_Accuracy_original,Overall_AUC_original,Overall_Accuracy_noisy_1pixel,Overall_AUC_noisy_1pixel,Overall_Accuracy_noisy_1%,Overall_AUC_noisy_1%,Overall_Accuracy_noisy_5%,Overall_AUC_noisy_5%,Overall_Accuracy_noisy_10%,Overall_AUC_noisy_10%,Overall_Accuracy_noisy_25%,Overall_AUC_noisy_25%,Overall_Accuracy_noisy_50%,Overall_AUC_noisy_50%,Overall_Accuracy_noisy_75%,Overall_AUC_noisy_75%,Overall_Accuracy_noisy_90%,Overall_AUC_noisy_90%,Overall_Accuracy_noisy_99%,Overall_AUC_noisy_99%
retinamnist,Full,50.67567567567568,0.6493806775118289,50.67567567567568,0.6599761696208009,50.67567567567568,0.6490714236072332,50.67567567567568,0.68933145093645,50.67567567567568,0.6240971093198592,50.67567567567568,0.670653908636179,50.67567567567568,0.6723484369607778,50.67567567567568,0.6517247652360185,50.67567567567568,0.6668599960524231,50.67567567567568,0.6885831075793044
