Dataset,Overall_Accuracy_None,Overall_AUC_None,Overall_Accuracy_one,Overall_AUC_one,Overall_Accuracy_1,Overall_AUC_1,Overall_Accuracy_5,Overall_AUC_5,Overall_Accuracy_10,Overall_AUC_10,Overall_Accuracy_25,Overall_AUC_25,Overall_Accuracy_50,Overall_AUC_50,Overall_Accuracy_75,Overall_AUC_75,Overall_Accuracy_90,Overall_AUC_90,Overall_Accuracy_99,Overall_AUC_99
breastmnist,78.84615384615384,0.7946950710108605,80.76923076923077,0.8333333333333334,79.48717948717949,0.8283208020050125,78.84615384615384,0.8320802005012532,76.92307692307692,0.8034670008354219,76.92307692307692,0.7591896407685881,75.64102564102564,0.7359022556390977,76.28205128205128,0.7428989139515456,73.07692307692308,0.7195071010860484,73.07692307692308,0.6762740183792817
