Dataset,Class,Accuracy_None,Accuracy_one,Accuracy_1,Accuracy_5,Accuracy_10,Accuracy_25,Accuracy_50,Accuracy_75,Accuracy_90,Accuracy_99
breastmnist,0,33.333333333333336,35.714285714285715,35.714285714285715,38.095238095238095,26.19047619047619,23.80952380952381,35.714285714285715,14.285714285714286,0.0,0.0
breastmnist,1,95.6140350877193,97.36842105263158,95.6140350877193,93.85964912280701,95.6140350877193,96.49122807017544,90.35087719298245,99.12280701754386,100.0,100.0
