Dataset,Overall_Accuracy_None,Overall_AUC_None,Overall_Accuracy_one,Overall_AUC_one,Overall_Accuracy_1,Overall_AUC_1,Overall_Accuracy_5,Overall_AUC_5,Overall_Accuracy_10,Overall_AUC_10,Overall_Accuracy_25,Overall_AUC_25,Overall_Accuracy_50,Overall_AUC_50,Overall_Accuracy_75,Overall_AUC_75,Overall_Accuracy_90,Overall_AUC_90,Overall_Accuracy_99,Overall_AUC_99
breastmnist,80.76923076923077,0.8310359231411864,79.48717948717949,0.8022138680033417,76.28205128205128,0.8492063492063492,77.56410256410257,0.7982456140350878,80.12820512820512,0.7779866332497911,76.92307692307692,0.7372598162071846,77.56410256410257,0.7690058479532164,73.07692307692308,0.7236842105263158,76.92307692307692,0.7241019214703426,73.07692307692308,0.5845864661654135
