Dataset,Split,Overall_Accuracy_original,Overall_AUC_original,Overall_Accuracy_noisy_1pixel,Overall_AUC_noisy_1pixel,Overall_Accuracy_noisy_1%,Overall_AUC_noisy_1%,Overall_Accuracy_noisy_5%,Overall_AUC_noisy_5%,Overall_Accuracy_noisy_10%,Overall_AUC_noisy_10%,Overall_Accuracy_noisy_25%,Overall_AUC_noisy_25%,Overall_Accuracy_noisy_50%,Overall_AUC_noisy_50%,Overall_Accuracy_noisy_75%,Overall_AUC_noisy_75%,Overall_Accuracy_noisy_90%,Overall_AUC_noisy_90%,Overall_Accuracy_noisy_99%,Overall_AUC_noisy_99%
breastmnist,Full,66.19718309859155,0.8209219858156028,66.19718309859155,0.8643617021276596,66.19718309859155,0.7978723404255319,66.19718309859155,0.874113475177305,66.19718309859155,0.8120567375886525,66.19718309859155,0.7109929078014184,66.19718309859155,0.8563829787234043,66.19718309859155,0.851063829787234,66.19718309859155,0.7703900709219859,66.19718309859155,0.7491134751773051
