Dataset,Overall_Accuracy_None,Overall_AUC_None,Overall_Accuracy_one,Overall_AUC_one,Overall_Accuracy_1,Overall_AUC_1,Overall_Accuracy_5,Overall_AUC_5,Overall_Accuracy_10,Overall_AUC_10,Overall_Accuracy_25,Overall_AUC_25,Overall_Accuracy_50,Overall_AUC_50,Overall_Accuracy_75,Overall_AUC_75,Overall_Accuracy_90,Overall_AUC_90,Overall_Accuracy_99,Overall_AUC_99
retinamnist,48.25,0.7042439620902287,50.75,0.6982938011829076,45.75,0.6849887473902306,47.5,0.7040724879794517,48.0,0.7000855159373085,46.5,0.7265205099395773,42.75,0.6684005020635214,48.0,0.6890407952001182,53.0,0.7207737076985475,49.0,0.7094957273908834
